data,brasil_retorno,brasil_peso,brasil_saldo,brasil_mov,ouro_retorno,ouro_peso,ouro_saldo,ouro_mov,sp500_retorno,sp500_peso,sp500_saldo,sp500_mov,reits_retorno,reits_peso,reits_saldo,reits_mov,saldo_total,retorno_total
2012-05-01,-0.076,0.41743797533199956,64435.37672929277,0.0,0.0026,0.20399405422622002,31488.351590791775,0.0,0.0028,0.21317274770934988,32905.16703983614,0.0,0.0216,0.16539522273243043,25530.26824527262,0.0,154359.16360519332,-0.028856082334509203
2012-06-01,0.0234,0.407236570432385,65943.16454475823,0.0,0.0549,0.20513426281601735,33217.062093126246,0.0,0.071,0.21763591082557107,35241.4338996645,0.0,0.0782,0.16999325592602665,27526.735222052936,0.0,161928.3957596019,0.04903649370482799
2012-07-01,-0.0043,0.40739107462410423,65659.60893721577,0.0,-0.0086,0.2043258673236047,32931.39535912536,0.0,-0.0062,0.21730302960576955,35022.93700948658,0.0,0.0011,0.17098002844652155,27557.014630797195,0.0,161170.9559366249,-0.004677621978676827
2012-08-01,0.01,0.402956542717818,66316.20502658794,0.0,0.0532,0.21074609176036688,34683.34559223083,0.0,0.0247,0.21806594377971295,35888.003553620896,0.0,0.0047,0.16823142174210234,27686.532599561942,0.0,164574.08677200158,0.021115037852817986
2012-09-01,0.0154,0.404669307861888,67337.47458399739,0.0,0.0372,0.21618568507369526,35973.56604826181,0.0,0.0142,0.2187340263963659,36397.613204082314,0.0,-0.0359,0.1604109806680509,26692.58607923767,0.0,166401.23991557918,0.011102313732470614
2012-10-01,-0.0123,0.4064428034512418,66509.22364661422,0.0,-0.0286,0.21354979085403689,34944.72205928152,0.0,-0.0189,0.21822461754284134,35709.69831452516,0.0,-0.0082,0.16178278815188,26473.70687338792,0.0,163637.35089380882,-0.01660978622017828
2012-11-01,-0.0016,0.39850064173494715,66402.80888877963,0.0,0.0297,0.21594088537152856,35982.580304442185,0.0,0.0356,0.22193244477213656,36980.963574522255,0.0,0.0299,0.16362602812138774,27265.27070890222,0.0,166631.6234766463,0.01829822205310916
2012-12-01,0.0591,0.41786213739763645,70327.21489410651,0.0,-0.0461,0.203941098716996,34323.7833524074,0.0,-0.0166,0.2160817206646091,36367.079579185185,0.0,0.0007,0.1621150432207586,27284.35639839845,0.0,168302.43422409752,0.010026972747375407
2013-01-01,-0.0145,0.44729264034071997,74637.92151814197,5408.88,-0.0356,0.19454044021758046,32462.179789061694,-663.29,0.02,0.20575614556044283,34333.69937076888,-2706.59,0.0074,0.15241077388125668,25432.172035746597,-2039.0,166865.97271371915,-0.00853500139199237
2013-02-01,-0.0361,0.44258933445489745,71943.49255133704,0.0,-0.0574,0.18824113860039257,30598.850669169555,0.0,0.0036,0.2119779459963636,34457.30068850365,0.0,0.0047,0.1571915809483463,25551.703244314605,0.0,162551.34715332487,-0.025856832823529574
2013-03-01,0.0117,0.4341037582732046,72785.23141418769,0.0,0.0338,0.18866525226108707,31633.091821787486,0.0,0.0606,0.21796318937998155,36545.413110226975,0.0,0.0451,0.1592678000857268,26704.085060633195,0.0,167667.82140683534,0.03147604952596561
2013-04-01,0.0048,0.43691124711511575,73134.60052497579,0.0,-0.0823,0.17342539995853612,29029.688364854377,0.0,0.0106,0.2206391117732296,36932.79448919538,0.0,0.0595,0.16902424115311843,28292.97812174087,0.0,167390.06150076643,-0.001656608308847396
2013-05-01,-0.0291,0.42415257315603677,71006.383649699,0.0,-0.0098,0.1717077933618634,28745.197418878804,0.0,0.074,0.2369415156509361,39665.82128139584,0.0,-0.0107,0.16719811783116378,27990.243255838242,0.0,167407.64560581188,0.00010504868023697433
2013-06-01,-0.1073,0.3999453319119696,63387.39868408629,0.0,-0.0785,0.16713151039445676,26488.699421496818,0.0,0.0202,0.25532860516616396,40467.07087128003,0.0,0.0056,0.17759455252740952,28146.988618070936,0.0,158490.1575949341,-0.0532681048025454
2013-07-01,0.0345,0.38783144166177286,65574.26393868728,0.0,0.117,0.17499409679667663,29587.877253811945,0.0,0.0946,0.26197919541011655,44295.255775703125,0.0,0.0524,0.17519526613143385,29621.890821657853,0.0,169079.28778986022,0.06681254126826985
2013-08-01,0.0146,0.38591683325188414,66531.64819219211,0.0,0.0985,0.18852949735451735,32502.283163312422,0.0,0.0086,0.25914427426830994,44676.19497537417,0.0,-0.0315,0.16640939512528866,28688.80126077563,0.0,172398.92759165433,0.019633627780121232
2013-09-01,0.0747,0.41422824897550126,71501.56231214886,0.0,-0.0955,0.1703125386593439,29398.315121216085,0.0,-0.0209,0.253412136203546,43742.46250038885,0.0,-0.025,0.1620470761616089,27971.58122925624,0.0,172613.92116301003,0.0012470702362195052
2013-10-01,0.0132,0.4179727352573741,72445.38293466922,0.0,-0.0353,0.16362586680226,28360.554597437156,0.0,0.011,0.25514768054341885,44223.62958789313,0.0,0.0116,0.16325371739694705,28296.051571515614,0.0,173325.61869151512,0.004123059853515354
2013-11-01,-0.0032,0.40628613964139626,72213.55770927828,0.0,0.0073,0.16072625231954954,28567.586645998446,0.0,0.0947,0.27237219258668044,48411.60730986661,0.0,0.0089,0.16061541545237376,28547.8864305021,0.0,177740.63809564544,0.02547239950712754
2013-12-01,-0.0333,0.3951148024929562,69808.84623755931,0.0,-0.0216,0.15819867339559382,27950.52677444488,0.0,0.0398,0.28491292737904367,50338.3892807993,0.0,0.0012,0.1617735967324063,28582.143894218705,0.0,176679.9061870222,-0.005967863736668022
2014-01-01,-0.1047,0.4155959945658761,71181.68261948685,9697.11,0.0522,0.2170793446063314,37180.5147620709,7385.45,-0.0168,0.20284397144606206,34742.33482888188,-15002.41,0.063,0.1644806893817304,28171.619509554483,-2080.15,171276.15171999412,-0.03058499737546838
2014-02-01,0.0075,0.41362157073395717,71715.545239133,0.0,0.027,0.22022961357497137,38184.388660646815,0.0,0.0058,0.20153965355055384,34943.8403708894,0.0,0.0131,0.16460916214051774,28540.667725129646,0.0,173384.44199579884,0.012309304328902648
2014-03-01,0.0706,0.4390960170254188,76778.6627330158,0.0,-0.057,0.20592851543838592,36007.878506989946,0.0,-0.0186,0.19612621201596825,34293.88493999085,0.0,-0.0268,0.15884925552022702,27775.777830096173,0.0,174856.20401009277,0.00848843181863801
2014-04-01,0.0289,0.44639280025663863,78997.56608599995,0.0,-0.0079,0.2018628751764756,35723.41626678473,0.0,-0.0089,0.19206031332518442,33988.66936402493,0.0,0.0174,0.15968401124170128,28259.076364339846,0.0,176968.72808114946,0.012081493379181074
2014-05-01,-0.0132,0.442825678723675,77954.79821366475,0.0,-0.033,0.19623180721904349,34544.54352998083,0.0,0.0194,0.19681977774143197,34648.04954968701,0.0,0.0224,0.16412273631584953,28892.07967490106,0.0,176039.47096823365,-0.005250967913888682
2014-06-01,0.0177,0.4425742126427519,79334.59814204661,0.0,0.0506,0.20246051347373392,36292.49743259786,0.0,0.0091,0.19504574352189497,34963.34680058916,0.0,-0.0078,0.15991953036161932,28666.721453436832,0.0,179257.16382867045,0.018278246592875913
