data,sp500_retorno,sp500_peso,sp500_saldo,sp500_mov,ouro_retorno,ouro_peso,ouro_saldo,ouro_mov,tbond_retorno,tbond_peso,tbond_saldo,tbond_mov,bil_retorno,bil_peso,bil_saldo,bil_mov,saldo_total,retorno_total
2008-06-01,-0.11,0.20743965487538285,17621.374678296488,0.0,0.0157,0.3631495636348982,30848.463033332086,0.0,-0.004,0.20328247993278242,17268.235172203524,0.0,-0.0249,0.2261283015569365,19208.918996203276,0.0,84946.99188003538,-0.025926013784495217
2008-07-01,-0.0304,0.20700013677230236,17085.684888076274,0.0,-0.0326,0.3615578990127707,29842.80313844546,0.0,-0.0278,0.2033957206542649,16788.178234416268,0.0,-0.0201,0.2280462435606621,18822.81972437959,0.0,82539.48598531759,-0.02834127308613521
2008-08-01,0.0595,0.21505075282637384,18102.283138916813,0.0,-0.0485,0.33733081879034293,28395.427186230852,0.0,0.0715,0.21369942838218692,17988.53297817703,0.0,0.0461,0.23391900000109642,19690.55171367349,0.0,84176.79501699818,0.019836675890759103
2008-09-01,0.0911,0.19552305001660972,19751.401132872135,0.0,0.2581,0.35364182499125923,35724.28694299704,0.0,0.2134,0.21607264654877542,21827.285915720007,0.0,0.2044,0.2347624784433555,23715.30048394835,0.0,101018.27447553755,0.20007270952925316
2008-10-01,-0.1089,0.18011642066461422,17600.47354950236,0.0,-0.1083,0.3259952639663725,31855.34666707046,0.0,0.0497,0.23447356658729562,22912.102025731292,0.0,0.0689,0.2594147487817176,25349.28468729239,0.0,97717.2069295965,-0.03267792449514095
2008-11-01,0.0087,0.15698760162628225,17753.59766938303,0.0,0.2334,0.34742835547605855,39290.3845791647,0.0,0.2417,0.2515710118238277,28449.957085350547,0.0,0.0886,0.2440130310738315,27595.231310586496,0.0,113089.17064448478,0.15731071525574314
2008-12-01,0.0228,0.14932145160225924,18158.379696244963,0.0,0.0912,0.3525621997402387,42873.66765278453,0.0,0.1457,0.268038783894742,32595.115832686122,0.0,0.0139,0.23007756476276,27978.80502580365,0.0,121605.96820751927,0.0753104608911539
2009-01-01,-0.099,0.2431997006421922,29011.451896316714,14040.79,0.0379,0.25037342301246074,29867.209945825063,-14097.09,-0.1434,0.25187036458378653,30045.781088278934,2480.51,-0.0127,0.2545565117615604,30366.213347975943,2778.02,119290.65627839667,-0.01903945968483678
2009-02-01,-0.0874,0.2223747505755494,26475.851000578634,0.0,0.0448,0.2620977932139144,31205.260951398028,0.0,0.0068,0.2540751854253514,30250.09239967923,0.0,0.0251,0.26145227078518474,31128.40530301014,0.0,119059.60965466604,-0.0019368375607844435
2009-03-01,0.0753,0.2364021485003288,28469.482580922206,0.0,-0.0375,0.24940226998289589,30035.0636657206,0.0,0.0279,0.25819594463782697,31094.06997763028,0.0,-0.0096,0.2559996368789483,30829.57261210124,0.0,120428.18883637433,0.011494907346646599
2009-04-01,0.0226,0.25989189549870173,29112.892887251048,0.0,-0.0975,0.24198204438526505,27106.64495831284,0.0,-0.1327,0.2407433458775721,26967.88689159874,0.0,-0.0648,0.2573827142384612,28831.81630683708,0.0,112019.2410439997,-0.06982541109042051
2009-05-01,-0.032,0.26577632204604185,28181.280314859014,0.0,0.0163,0.25980844304963086,27548.48327113334,0.0,-0.1174,0.2244741875746726,23801.85697052505,0.0,-0.0808,0.24994104732965466,26502.205549244645,0.0,106033.82610576205,-0.053432025448973186
2009-06-01,-0.0233,0.26936823558861334,27524.6564835228,0.0,-0.0765,0.2489769066364428,25441.02430089164,0.0,-0.0193,0.22843965229067895,23342.481130993914,0.0,-0.0237,0.2532152054842648,25874.103277727547,0.0,102182.26519313591,-0.0363238888388735
2009-07-01,0.034,0.28148309086866286,28460.494803962574,0.0,-0.0083,0.2495311516300059,25229.86379919424,0.0,-0.0349,0.22280718770149777,22527.828539522226,0.0,-0.038,0.24617856979983352,24890.8873531739,0.0,101109.07449585294,-0.010502709988416514
2009-08-01,0.0325,0.2872792513032499,29385.460885091357,0.0,-0.0054,0.2453212193076826,25093.622534678594,0.0,0.0178,0.22415763310400713,22928.823887525723,0.0,-0.0004,0.2432418962850604,24880.93099823263,0.0,102288.8383055283,0.01166822874759621
2009-09-01,-0.0155,0.28892307283478813,28929.98624137244,0.0,0.0076,0.25251403273971135,25284.334065942152,0.0,-0.0292,0.22230311296365263,22259.302230009973,0.0,-0.0492,0.2362597814618479,23656.789193119585,0.0,100130.41173044415,-0.021101291312323966
2009-10-01,-0.0494,0.2839855134770092,27500.844921048643,0.0,0.0061,0.26268956315326397,25438.5685037444,0.0,-0.0585,0.21641233959064712,20957.133049554388,0.0,-0.0302,0.2369125837790798,22942.35415948737,0.0,96838.9006338348,-0.03287224170684777
2009-11-01,0.0629,0.2854246824688408,29230.648066582602,0.0,0.1351,0.28195504831043705,28875.319108600266,0.0,0.0141,0.2075227604690558,21252.628625553105,0.0,0.0048,0.22509750875166634,23052.47745945291,0.0,102411.07326018889,0.057540643170077566
2009-12-01,0.0166,0.29924330960753026,29715.876824487874,0.0,-0.0716,0.26995900830388947,26807.84626042449,0.0,-0.0708,0.19886472514969977,19747.942518863943,0.0,-0.0009,0.23193295693888052,23031.730229739405,0.0,99303.39583351571,-0.03034513092913027
2010-01-01,0.0289,0.2909398545842405,30574.665664715572,0.0,0.0535,0.26874349749530707,28242.0660353572,0.0,0.0971,0.2061624516897436,21665.467737445633,0.0,0.0684,0.2341541962307088,24607.10057745358,0.0,105089.30001497199,0.058264917658571
2010-02-01,0.0086,0.2953761173020052,30837.607789432128,0.0,0.0035,0.271461683364259,28340.913266480948,0.0,-0.0262,0.20208428243811133,21097.832482724556,0.0,-0.0196,0.2310779168956244,24124.80140613549,0.0,104401.15494477312,-0.006548193489735121
2010-03-01,0.0391,0.3083214049805247,32043.358253998926,0.0,-0.0122,0.2693695580822908,27995.15412462988,0.0,-0.0419,0.1944976376764126,20213.833301698396,0.0,-0.0186,0.22781139926077185,23676.080099981373,0.0,103928.42578030858,-0.004528007038950954
2010-04-01,-0.019,0.3049286098047874,31434.534447172948,0.0,0.0237,0.27800122341355005,28658.63927738361,0.0,-0.0048,0.19514174681356616,20116.806901850243,0.0,-0.0337,0.22192841996809629,22878.196200612,0.0,103088.1768270188,-0.008084880984014498
2010-05-01,-0.0371,0.28203709395741133,30268.31321918283,0.0,0.0798,0.2883479717744336,30945.59869171882,0.0,0.0986,0.2059285936726183,22100.324062372678,0.0,0.0493,0.22368634059553674,24006.091273302172,0.0,107320.3272465765,0.041053693544888414
2010-06-01,-0.0549,0.2661160986857033,28606.58282344969,0.0,0.0221,0.2942371077097234,31629.496422805805,0.0,0.0532,0.21652829577081215,23276.061302490903,0.0,-0.0009,0.22311849783376125,23984.4857911562,0.0,107496.62633990259,0.0016427371948002367
2010-07-01,0.0396,0.28411598768175345,29739.403503258298,0.0,-0.075,0.2795100511658912,29257.28419109537,0.0,-0.0395,0.2135847697928286,22356.656881042512,0.0,-0.0277,0.22278919135952668,23320.115534741173,0.0,104673.46011013736,-0.02626283564321763
2010-08-01,-0.0493,0.2654695803641784,28273.250910547664,0.0,0.0544,0.289653261804452,30848.880451090958,0.0,0.0783,0.22635259756664003,24107.18311482814,0.0,-0.002,0.21852456026472958,23273.47530367169,0.0,106502.78978013845,0.017476537682773463
2010-09-01,0.0511,0.2800958319249768,29718.01403207665,0.0,0.0128,0.29447603910310494,31243.746120864922,0.0,-0.0607,0.21342124636652463,22643.877099758072,0.0,-0.0335,0.21200688260539371,22493.81388099869,0.0,106099.45113369833,-0.0037871181334570014
2010-10-01,0.0393,0.2870617251676753,30885.931983537263,0.0,0.0419,0.30255457055922985,32552.859083329164,0.0,-0.046,0.20077689960945982,21602.2587531692,0.0,0.0026,0.20960680466363507,22552.297797089286,0.0,107593.3476171249,0.014080152794985645
2010-11-01,0.0112,0.2860476525980168,31231.85442175288,0.0,0.0334,0.3081046209529992,33640.124576712355,0.0,-0.0068,0.19650630575800046,21455.36339364765,0.0,0.0135,0.20934142069098358,22856.753817349992,0.0,109184.09620946288,0.014784822924170937
2010-12-01,0.024,0.29939639222264,31981.418927874947,0.0,-0.0146,0.3103265889596776,33148.97875789236,0.0,-0.0807,0.18464687807676847,19723.915567780285,0.0,-0.039,0.20563014074091387,21965.340418473344,0.0,106819.65367202094,-0.02165555808518027
