data,sp500_retorno,sp500_peso,sp500_saldo,sp500_mov,tbond_20_retorno,tbond_20_peso,tbond_20_saldo,tbond_20_mov,tbond_7_10_retorno,tbond_7_10_peso,tbond_7_10_saldo,tbond_7_10_mov,ouro_retorno,ouro_peso,ouro_saldo,ouro_mov,commodities_retorno,commodities_peso,commodities_saldo,commodities_mov,saldo_total,retorno_total
2016-12-01,-0.025,0.2269923934685349,41699.16449679953,0.0,-0.0513,0.1727897079315574,31741.97313087816,0.0,-0.0465,0.2051580439484424,37688.13082995923,0.0,-0.0606,0.1748611212631459,32122.49779928184,0.0,0.0057,0.2201987333883196,40451.14933254027,0.0,183702.915589459,-0.034004001901830394
2017-01-01,-0.0224,0.2068865767170258,36927.32456773035,-3837.77864434087,-0.0317,0.1857720059089722,33158.57058808584,2422.81800545652,-0.0374,0.2066659965627168,36887.95306726558,609.3583303468258,0.0104,0.2087791330965589,37265.12823193489,4808.556455540518,-0.0543,0.1918962877147261,34251.69777678038,-4002.954147002951,178490.67423179702,-0.028373209760646168
2017-02-01,0.0316,0.210763829544567,38094.22802407063,0.0,0.0081,0.1849423276461732,33427.15500984934,0.0,0.0002,0.2041306934177561,36895.33065787904,0.0,0.0256,0.2114547942168217,38219.11551467243,0.0,-0.0042,0.1887083551746821,34107.8406461179,0.0,180743.66985258934,0.012622483670303497
2017-03-01,0.0134,0.2126621992163023,38604.69067959318,0.0,0.0053,0.1851165814649439,33604.31893140154,0.0,0.0133,0.2059489932250191,37386.03855562883,0.0,0.0143,0.213548871830789,38765.64886653224,0.0,-0.0275,0.1827233542629458,33169.87502834966,0.0,181530.57206150546,0.004353691664874981
2017-04-01,0.0189,0.2135473560636445,39334.31933343749,0.0,0.0235,0.1867263054477071,34394.02042628948,0.0,0.0194,0.2069076929535717,38111.32770360803,0.0,0.0252,0.215763617402368,39742.54321796885,0.0,-0.0168,0.1770550281327085,32612.62112787339,0.0,184194.83180917724,0.014676644916697956
2017-05-01,0.0354,0.2149494716247183,40726.75423784118,0.0,0.0407,0.1889144078857516,35793.85705763946,0.0,0.0304,0.2072604853310256,39269.91206579772,0.0,0.024,0.2147890780251391,40696.3642552001,0.0,0.0114,0.1740865571333654,32984.40500873115,0.0,189471.2926252096,0.02864608504053301
2017-06-01,0.0193,0.2174543011806182,41512.78059463152,0.0,0.0203,0.1913033451670882,36520.47235590954,0.0,0.0077,0.207289529377009,39572.29038870436,0.0,-0.0073,0.2116215114450719,40399.28079613714,0.0,-0.0026,0.1723313128302128,32898.64555570845,0.0,190903.46969109098,0.007558807701356418
2017-07-01,-0.0339,0.2044350509846757,37543.82394491148,-2561.673387562027,-0.0604,0.186904761570842,34324.44401819993,9.808192587333906,-0.0501,0.2066278653745227,37946.52708705737,356.8084468270972,-0.0311,0.2145014575457756,39392.48636296311,249.6231995858325,-0.0123,0.187530864524184,34439.42576393503,1945.433548561788,183646.7071770669,-0.03801273243365633
2017-08-01,0.0097,0.2014081687969813,37907.99903717713,0.0,0.0413,0.1899002776339234,35742.04355615159,0.0,0.0223,0.2061088383754676,38792.73464109875,0.0,0.0503,0.2198229231843948,41373.92842702015,0.0,-0.0012,0.1827597920092329,34398.09845301831,0.0,188214.80411446595,0.024874374322402693
2017-09-01,0.0264,0.2064154953064361,38908.7702117586,0.0,-0.0185,0.1861077571831503,35080.81575036279,0.0,-0.009,0.2039477140559507,38443.60002932886,0.0,-0.0242,0.2141817014878369,40372.67935908627,0.0,0.0376,0.1893473319666261,35691.4669548518,0.0,188497.33230538835,0.001501094413118409
