data,ouro_retorno,ouro_peso,ouro_saldo,ouro_mov,sp500_retorno,sp500_peso,sp500_saldo,sp500_mov,small_caps_retorno,small_caps_peso,small_caps_saldo,small_caps_mov,emergentes_retorno,emergentes_peso,emergentes_saldo,emergentes_mov,bil_retorno,bil_peso,bil_saldo,bil_mov,saldo_total,retorno_total
2012-08-01,0.0532,0.2881164729361427,46778.72307100028,-11027.86,0.0247,0.2453302793442057,39831.93699902504,2622.04,0.0404,0.2204480919335381,35792.053605955996,2622.04,0.009,0.19741444681758205,32052.30039013131,2622.04,0.005,0.04869070896853134,7905.445904422194,3161.74,162360.45997053484,0.03202426220152521
2012-09-01,0.0372,0.2912412105748332,48518.89156924149,0.0,0.0142,0.24249176212882337,40397.5505044112,0.0,0.0186,0.21884279151345581,36457.785803026774,0.0,0.0418,0.2004405169793633,33392.0865464388,0.0,-0.0099,0.0469837188035244,7827.181989968414,0.0,166593.49641308666,0.02607184312806221
2012-10-01,-0.0286,0.2881251459182939,47131.25127036118,0.0,-0.0189,0.24229279572463006,39634.03679987783,0.0,-0.0208,0.2182397656786333,35699.46385832382,0.0,-0.0034,0.20344013390090265,33278.5534521809,0.0,0.0011,0.04790215877754009,7835.791890157379,0.0,163579.0972709011,-0.01809433865720078
2012-11-01,0.0297,0.2860961698262851,48531.049433090906,0.0,0.0356,0.24196508961494093,41045.008509953484,0.0,0.0384,0.2185338587522082,37070.32327048345,0.0,0.0486,0.2057153289965809,34895.89114995689,0.0,0.0324,0.047689552809985006,8089.671547398479,0.0,169631.9439108832,0.037002567815605625
2012-12-01,-0.0461,0.2756967576497452,46293.76805422542,0.0,-0.0166,0.24038074742986754,40363.661368688256,0.0,0.0032,0.22147414001964372,37188.948304949,0.0,0.0365,0.21540348587127706,36169.59117693032,0.0,-0.0235,0.04704486902946645,7899.564266034615,0.0,167915.5331708276,-0.010118440551251995
2013-01-01,-0.0356,0.3407268347253525,56678.21045949499,12476.67,0.02,0.22200164386644775,36928.86679606202,-4158.89,0.0317,0.204858024374588,34077.11115321588,-4158.89,-0.0319,0.18629689501100477,30989.559809386243,-4158.89,-0.0289,0.046116602022607055,7671.266858746214,0.0,166345.01507690534,-0.009353024489548
2013-02-01,-0.0574,0.32912562196621675,53424.88117911998,0.0,0.0036,0.22832042363135402,37061.81071652785,0.0,0.0026,0.2104789163023348,34165.71164221424,0.0,-0.0301,0.18516568007592324,30056.774059123716,0.0,-0.0074,0.046909358024171045,7614.499483991492,0.0,162323.6770809773,-0.02417468292674041
2013-03-01,0.0338,0.27744454208896324,47001.33571297423,-7960.25,0.0606,0.24896748355557882,42177.09307994944,2705.39,0.0684,0.2325337410520715,39393.0849945417,2705.39,0.0134,0.1959834805927521,33201.177057515975,2705.39,0.0237,0.045070752710634335,7635.34781776209,-155.92,169408.03866274343,0.04364342718919567
2013-04-01,-0.0823,0.2628279825534857,43530.41646779645,432.92,0.0106,0.25647575857991944,42478.3406865969,-144.3,-0.0108,0.23441700017687253,38824.89811660065,-144.3,0.0047,0.20052891505974996,33212.2443796863,-144.3,-0.0076,0.04575034362997228,7577.319174347098,0.0,165623.2188250274,-0.022341441808737428
2013-05-01,-0.0098,0.2666320371714148,45920.02640241205,2844.08,0.074,0.2589880127217517,44603.55367740507,-948.03,0.0935,0.24049333833751824,41418.35528550281,-948.03,0.0013,0.187583879144039,32306.15785837989,-948.03,0.0524,0.046302732625276205,7974.370699082886,0.0,172222.4639227827,0.039844927206293956
