data,ouro_retorno,ouro_peso,ouro_saldo,ouro_mov,sp500_retorno,sp500_peso,sp500_saldo,sp500_mov,small_caps_retorno,small_caps_peso,small_caps_saldo,small_caps_mov,emergentes_retorno,emergentes_peso,emergentes_saldo,emergentes_mov,bil_retorno,bil_peso,bil_saldo,bil_mov,saldo_total,retorno_total
2013-06-01,-0.0785,0.26184580438267757,44436.8369198227,2302.26,0.0202,0.2635239209336128,44721.62357768865,-767.42,0.0273,0.24607659691082492,41760.70581879704,-767.42,-0.032,0.17989626580050566,30529.498246911735,-767.42,0.0355,0.04865741197237895,8257.46085890033,0.0,169706.12542212047,-0.014610977240404943
2013-07-01,0.117,0.2852113230132282,53077.289799441955,3080.88,0.0946,0.2570051747320729,47828.178752138,-1026.96,0.1146,0.2439671831709768,45401.83308963118,-1026.96,0.0568,0.16753679797329216,31178.282419336323,-1026.96,0.043,0.04627952111042987,8612.531675833043,0.0,186098.1157363805,0.09659044582797027
2013-08-01,0.0985,0.30221399091149614,58305.402844686985,0.0,0.0086,0.2500394720304627,48239.50108940639,0.0,0.0083,0.23728425449185092,45778.66830427512,0.0,0.0147,0.1639817861927763,31636.603170900566,0.0,0.0412,0.046480496373413956,8967.367980877365,0.0,192927.54339014643,0.03669799463977497
2013-09-01,-0.0955,0.28205957448736124,52737.23687301938,0.0,-0.0209,0.252611625216286,47231.295516637794,0.0,0.0099,0.2472663408542752,46231.87712048744,0.0,0.0193,0.17247070798006203,32247.189612098948,0.0,-0.0494,0.04559175146201551,8524.380002622023,0.0,186971.97912486558,-0.03086943502534134
2013-10-01,-0.0353,0.2746895770643275,50875.612411401795,0.0,0.011,0.25781818357457714,47750.83976732081,0.0,-0.0088,0.24742031253253655,45825.03660182715,0.0,0.0082,0.17553797941983856,32511.616566918157,0.0,-0.0324,0.04453394740872029,8248.19009053707,0.0,185211.29543800498,-0.009416831843475193
2013-11-01,0.0073,0.2645167059032077,52237.73429700503,983.55,0.0947,0.26287714061051826,51913.94689828609,-327.85,0.107,0.2550356760556332,50365.38556822266,-327.85,0.0622,0.17310592791009718,34185.59684738047,-327.85,0.0646,0.04446454952054369,8781.023170385764,0.0,197483.68678128,0.06626157067932681
2013-12-01,-0.0216,0.2703222609292262,54101.05291618972,3057.7,0.0398,0.26442262345841155,52920.32663083787,-1019.23,0.0324,0.25455252723753247,50944.97100863307,-1019.23,0.0025,0.166133943919691,33249.282764498916,-1019.23,0.0158,0.044568644455138855,8919.76333647786,0.0,200135.39665663743,0.013427488207136351
2014-01-01,0.0522,0.29528838420095493,58963.091970414825,1936.86,-0.0168,0.2573946928325954,51396.4915594398,-645.62,-0.0088,0.24968346858622573,49856.716719757096,-645.62,-0.0685,0.15209515001067633,30370.31186513074,-645.62,0.01943,0.04553830436954759,9093.074338105624,0.0,199679.68645284808,-0.0022770095215649544
2014-02-01,0.027,0.30027817682772706,60555.09545361603,0.0,0.0058,0.2563410640220865,51694.59121048455,0.0,0.0103,0.24977392886784638,50370.240901970596,0.0,-0.0032,0.1501171664324931,30273.126867162322,0.0,-0.0355,0.043489663849846975,8770.270199102873,0.0,201663.32463233636,0.009934101033139742
2014-03-01,-0.057,0.29188934464526967,57103.455012759914,0.0,-0.0186,0.2593265692997383,50733.07181396954,0.0,-0.0351,0.2484346624638103,48602.245446311426,0.0,0.0124,0.1566625795028373,30648.513640315134,0.0,-0.0255,0.04368684408834448,8546.62830902575,0.0,195633.91422238175,-0.029898398337660836
2014-04-01,-0.0079,0.29528436502826955,56652.33771815911,0.0,-0.0089,0.26207841400308957,50281.54747482521,0.0,-0.0519,0.24017793009572627,46079.78890764786,0.0,-0.0073,0.15858059975817804,30424.77949074083,0.0,-0.015,0.04387869111473671,8418.428884390363,0.0,191856.88247576336,-0.01930663076303296
2014-05-01,-0.033,0.2851956782223644,54782.810573459865,0.0,0.0194,0.26684059167087243,51257.00949583682,0.0,0.0063,0.2413996211278892,46370.09157776604,0.0,0.0279,0.1628084478344031,31273.6308385325,0.0,-0.0016,0.04375566114447098,8404.959398175339,0.0,192088.50188377054,0.0012072509727996117
2014-06-01,0.0506,0.2915694120134752,57554.820788476936,0.0,0.0091,0.26202801427163996,51723.44828224894,0.0,0.0424,0.24486832549433812,48336.18346066332,0.0,0.006,0.15938099770583714,31461.272623563695,0.0,-0.01,0.042153250514709605,8320.909804193585,0.0,197396.63495914647,0.02763378871364086
2014-07-01,-0.0148,0.2895882992136297,56703.00944080748,0.0,0.0045,0.26534585801139776,51956.203799519055,0.0,-0.0455,0.2356259888475765,46136.88711320314,0.0,0.0338,0.16610691598874724,32524.66363824015,0.0,0.0197,0.04333293793864891,8484.831727336199,0.0,195805.595719106,-0.008060113285972448
2014-08-01,0.001,0.28307069882922725,56759.71245024829,0.0,0.0344,0.26802830134418276,53743.49721022251,0.0,0.045,0.24044697069888282,48213.04703329728,0.0,0.025,0.16626139103797502,33337.78022919615,0.0,-0.0029,0.04219263808973218,8460.225715326924,0.0,200514.26263829114,0.024047662692643357
2014-09-01,0.0254,0.2795633075011706,58201.4091464846,0.0,0.0751,0.27753736176483623,57779.63385071022,0.0,0.0244,0.2372361238124682,49389.44538090974,0.0,0.0072,0.16128688957952264,33577.81224684636,0.0,0.092,0.04437631734200222,9238.566481137,0.0,208186.86710608794,0.03826463198599228
2014-10-01,-0.046,0.33573160067402336,69513.5907857463,14663.99,0.006,0.2569848147737473,53208.98365381448,-4888.0,0.048,0.22524642022625863,46637.51475919341,-4888.0,-0.0028,0.13817595473994948,28609.480772555195,-4888.0,-0.017,0.0438612095860212,9081.510850957671,0.0,207051.08082226707,-0.005455609662650351
2014-11-01,0.0462,0.28348935871540787,61894.280870047776,-10352.55,0.0768,0.27944515365882644,61011.30887842743,3450.85,0.0522,0.24139117629916673,52702.977399623305,3450.85,0.0348,0.1519534828996896,33176.030283440115,3450.85,0.0511,0.04372082842690932,9545.576055441608,0.0,218330.17348698023,0.05447492773242346
2014-12-01,0.0663,0.28732941877843216,65997.87169173194,0.0,0.0467,0.2780242833537257,63860.53700304999,0.0,0.0775,0.2472308110147822,56787.45814809411,0.0,-0.0048,0.1437424192318484,33016.7853380796,0.0,0.0509,0.04367306762121149,10031.445876663587,0.0,229694.09805761924,0.05204926277089528
2015-01-01,0.0647,0.30941999065400067,70267.933990187,0.0,-0.048,0.2677075987556904,60795.23122690359,0.0,-0.0497,0.2376316825500813,53965.121478133835,0.0,-0.0243,0.14185422491922026,32214.477454364267,0.0,-0.0178,0.043386503121007274,9852.886140058976,0.0,227095.6502896477,-0.011312644904440394
2015-02-01,0.0531,0.2872927685451901,73999.16128506593,0.0,0.1751,0.27735898409513393,71440.47621473442,0.0,0.1802,0.2472672884690336,63689.63636849355,0.0,0.1631,0.14546752304307942,37468.65872717108,0.0,0.114,0.04261343584756288,10976.1151600257,0.0,257574.0477554907,0.13420951668149317
2015-03-01,0.0834,0.28320865158489256,80170.69133624043,0.0,0.0913,0.2754097960604376,77962.99169313967,0.0,0.1268,0.25351665455842,71765.48226001853,0.0,0.094,0.14480259884152571,40990.712647525164,0.0,0.1106,0.04306229895472409,12190.073496724543,0.0,283079.95143364836,0.099023577493218
2015-04-01,-0.0846,0.28167665403908315,73388.25084919449,0.0,-0.0773,0.2761044035106348,71936.45243525997,0.0,-0.1083,0.2456171516891678,63993.280531258526,0.0,-0.0224,0.15380518563438553,40072.5206842206,0.0,-0.0853,0.04279660512672874,11150.260227453939,0.0,260540.76472738752,-0.0796212751631189
2015-05-01,0.0764,0.28212132641183574,78995.11321407295,0.0,0.0822,0.2780303698708927,77849.62882543834,0.0,0.0949,0.2502329646266153,70066.24285367496,0.0,0.027,0.14697815672739958,41154.47874269456,0.0,0.0707,0.0426371823632567,11938.583625534931,0.0,280004.04726141575,0.07470340602705039
2015-06-01,-0.0285,0.28178891800539274,76743.75248747187,0.0,-0.0349,0.2758733448690929,75132.67677943055,0.0,-0.0065,0.2555980758914083,69610.81227512608,0.0,-0.0502,0.1435258571799934,39088.523909811294,0.0,-0.0142,0.04321380405411261,11769.055738052335,0.0,272344.8211898921,-0.0273539834385782
2015-07-01,0.0095,0.2701861293028798,77472.81813610285,0.0,0.1025,0.2888824479575383,82833.77614932218,0.0,0.0647,0.2584744686000023,74114.63182932674,0.0,0.0129,0.1380796054113332,39592.76586824786,0.0,0.0812,0.0443773487282463,12724.703063982184,0.0,286738.69504698185,0.05285165252712343
2015-08-01,0.1,0.30084361972991924,88315.52194971315,2814.02,-0.0046,0.27769166983724897,81519.0456250353,-938.01,-0.0052,0.24797728377011938,72796.10339581425,-938.01,-0.032,0.12746238999735454,37417.80368046393,-938.01,0.0618,0.04602503666535786,13511.089713336283,0.0,293559.5643643629,0.023787753223412977
2015-09-01,0.1145,0.30458523234174545,98427.64921295531,0.0,0.1043,0.2785722737002147,90021.48208372649,0.0,0.0752,0.24220835441676167,78270.37037117948,0.0,0.0988,0.12722974975149093,41114.682684093765,0.0,0.1338,0.047404389789787164,15318.873516980679,0.0,323153.05786893575,0.10080916140017737
2015-10-01,-0.0301,0.2964886847485477,95464.97697164536,0.0,0.0255,0.28671200304392963,92317.02987686152,0.0,0.0002,0.24313545300346062,78286.02444525372,0.0,0.0073,0.1286233534138473,41414.81986768765,0.0,-0.0533,0.04504050579021477,14502.377558525608,0.0,321985.2287199738,-0.0036138576458576432
2015-11-01,-0.0678,0.28075133063471863,88992.45153296781,0.0,0.0001,0.2912687575695032,92326.2615798492,0.0,0.0322,0.2549275348692775,80806.83443239088,0.0,-0.0256,0.12730976151989243,40354.60047907485,0.0,-0.0002,0.04574261540660814,14499.477083013902,0.0,316979.6251072967,-0.015546065987487978
2015-12-01,0.0266,0.2875191248373628,91359.65074374476,0.0,0.0118,0.29398977982349817,93415.71146649143,0.0,-0.0262,0.24764534630322635,78689.69537026224,0.0,-0.0247,0.12386356724531442,39357.841847241696,0.0,0.0296,0.04698218179059823,14928.661604671113,0.0,317751.56103241123,0.0024352856271228074
2016-01-01,0.0835,0.31133325496525227,98988.18158084745,0.0,-0.0238,0.2868143623357135,91192.41753358893,0.0,-0.0599,0.23266662096854152,73976.18261758353,0.0,-0.0234,0.12088994001455752,38436.86834801624,0.0,0.0286,0.048295821715935265,15355.621326564707,0.0,317949.27140660083,0.0006222168462279853
2016-02-01,0.0882,0.33450787649679403,107718.9391962782,0.0,-0.0215,0.27709828608350323,89231.78055661677,0.0,-0.0196,0.2252213201400864,72526.24943827889,0.0,-0.0255,0.11631724844216136,37456.72820514183,0.0,-0.0174,0.046855268837455166,15088.433515482482,0.0,322022.1309117981,0.012809777758505447
2016-03-01,-0.101,0.3172772360630687,96839.3263374541,0.0,-0.0368,0.2815938638550398,85948.05103213327,0.0,-0.027,0.2312039308364719,70568.04070344535,0.0,0.0207,0.12526077903101998,38232.08247898827,0.0,-0.0965,0.04466419021439979,13632.399681238423,0.0,305219.90023325937,-0.05217725449789312
2016-04-01,0.0119,0.32610755078765213,97991.7143208698,0.0,-0.0329,0.2766170309193873,83120.36015317608,0.0,-0.0194,0.23028807403030374,69199.02071379851,0.0,-0.0316,0.12321234816436871,37023.94867265224,0.0,-0.0351,0.04377499609828818,13153.902452426955,0.0,300488.94631292357,-0.015500148963813465
2016-05-01,-0.0374,0.3598822534996523,108789.35977526926,15024.45,0.0399,0.26871042430031655,81228.88733828781,-5008.15,0.0472,0.22237036583642916,67220.67981148981,-5008.15,-0.0136,0.1044699565808436,31580.383810704167,-5008.15,0.0242,0.0445669997827584,13472.226891775688,0.0,302291.53762752673,0.005998860646028392
2016-06-01,-0.0145,0.4289402772415634,122107.33264852785,15114.58,-0.0932,0.24269931111322063,69089.72434635938,-5038.19,-0.0942,0.19785886224010724,56324.89927124747,-5038.19,-0.0601,0.08763418444869964,24947.007962680847,-5038.19,-0.0942,0.042867364956408936,12203.143118570419,0.0,284672.107347386,-0.05828621739934636
2016-07-01,0.0359,0.44586789791629666,132701.33069861,5995.12,0.0497,0.22238905584400465,66188.49166137344,-6035.05,0.0673,0.1803423689307218,53674.35612720242,-6035.05,0.068,0.08175655473885032,24332.775824143144,-2163.51,0.014,0.06964412257012653,20727.815982230404,8238.49,297624.7702935594,0.0455002882680291
2016-08-01,-0.0432,0.43649124860928484,126968.63321243004,0.0,-0.0139,0.22437917109611163,65268.47162728035,0.0,0.005,0.18544366480254623,53942.72790783844,0.0,-0.0038,0.08333305217077905,24240.311276011398,0.0,-0.0127,0.07035286332127819,20464.572719256077,0.0,290884.7167428163,-0.022646144486210273
2016-09-01,0.0116,0.4363336132507567,128441.46935769422,0.0,0.0051,0.22285691858490947,65601.34083257947,0.0,0.0143,0.18587147094238102,54714.10891692053,0.0,0.0317,0.08495814634124733,25008.729143460958,0.0,0.0066,0.0699798508807056,20599.638899203168,0.0,294365.2871498583,0.011965463314868252
2016-10-01,-0.0466,0.4349623427959374,122456.09688562567,0.0,-0.0367,0.2244633926342571,63193.77162402381,0.0,-0.0628,0.1821389618829867,51278.06287693792,0.0,-0.0258,0.0865388250834668,24363.503931559666,0.0,-0.0174,0.07189647760335195,20241.205182357033,0.0,281532.6405005041,-0.04359429324566122
2016-11-01,-0.0248,0.4041859494524379,119419.18568286215,0.0,0.0979,0.2348249119996272,69380.44186601574,0.0,0.179,0.2046220929504563,60456.836131909804,0.0,0.0147,0.08367284105285551,24721.647439353594,0.0,0.0611,0.07269420454462304,21477.942818999047,0.0,295456.05393914034,0.049455769724900955
2016-12-01,-0.0606,0.39634296910049627,112182.3830304807,0.0,-0.025,0.23899464732559034,67645.93081936534,0.0,-0.0189,0.20955845532346531,59314.20192901671,0.0,-0.0557,0.0824771974736693,23344.651676981597,0.0,-0.0429,0.07262673077677881,20556.539072063988,0.0,283043.70652790833,-0.04201080751518049
2017-01-01,0.0104,0.4044162958855627,113349.0798139977,0.0,-0.0224,0.2359464885101361,66130.66196901156,0.0,-0.0368,0.20383831167781963,57131.43929802889,0.0,0.0244,0.0853232945541026,23914.26117789995,0.0,-0.0391,0.07047560937237887,19752.778394346285,0.0,280278.2206532844,-0.009770525932366048
2017-02-01,0.0256,0.3560319916979735,101878.15016123603,-14013.91,0.0316,0.2552493230641903,73039.30396723234,4671.3,0.0138,0.21896161357460614,62655.61710034169,4671.3,0.0119,0.10108629787255563,28925.72935591696,4671.3,-0.0052,0.06867077379067449,19650.063946695685,0.0,286148.8645314227,0.020945772612851465
2017-03-01,0.0143,0.3550659046287983,103335.0077085417,0.0,0.0134,0.2543308370605649,74018.03064039325,0.0,0.0112,0.21770006937973985,63357.360011865516,0.0,0.0512,0.10447951920235159,30406.726698939907,0.0,0.0134,0.0684236697285454,19913.374803581406,0.0,291030.4998633218,0.017059775302246782
2017-04-01,0.0252,0.3562125303904713,105939.04990279695,0.0,0.0189,0.2535842094900221,75416.97141949668,0.0,0.0213,0.21757226019674888,64706.87178011825,0.0,0.0269,0.10499072705857884,31224.66764714139,0.0,0.0102,0.06764027286417881,20116.491226577935,0.0,297404.0519761312,0.021899945592653403
2017-05-01,0.024,0.3557461344218861,108481.58710046408,0.0,0.0354,0.25607159588121564,78086.73220774686,0.0,0.0033,0.21289495801063657,64920.40445699264,0.0,0.0526,0.10778177946890671,32867.085165381024,0.0,0.0233,0.067505532217355,20585.205472157202,0.0,304941.0144027418,0.025342500804983903
2017-06-01,-0.0073,0.2982663866439686,92553.92497963068,-15247.05,0.0193,0.27319541434504496,84774.24549435638,5082.35,0.0487,0.2365788242256242,73411.8885990482,5082.35,0.0191,0.12463258133810995,38674.269377039804,5082.35,0.0149,0.06732679344725237,20891.925033692343,0.0,310306.2534837674,0.01759435047310376
2017-07-01,-0.0311,0.29888165120569266,89675.49791276417,0.0,-0.0339,0.27296783323629253,81900.39857209769,0.0,-0.0482,0.2328828753029699,69873.43556857407,0.0,0.003,0.12928510963310685,38790.292185170925,0.0,-0.0524,0.06598253062193793,19797.188161926864,0.0,300036.81240053376,-0.03309453473122104
2017-08-01,0.0503,0.2879911059658486,88236.0264007762,-5665.19,0.0097,0.28638502615543443,87743.94835524703,5000.61,-0.0035,0.24352398176525278,74611.98640908407,5000.61,0.0329,0.14763023251918636,45231.62286706305,5000.61,0.0096,0.03446965359427775,10560.969424281364,-9336.64,306384.55345645174,0.021156540776216648
2017-09-01,-0.0242,0.27596403386969026,86100.71456187742,0.0,0.0264,0.2886553062206094,90060.38859182555,0.0,0.0679,0.2553788446067941,79678.14028626088,0.0,0.0065,0.14591558416184805,45525.628415698964,0.0,0.007,0.03408623114105832,10634.896210251334,0.0,311999.7680659141,0.018327342374524935
2017-10-01,0.0261,0.2749493479643802,89628.51601194243,1248.0,0.0564,0.2905079289915579,94700.33210840452,-416.0,0.041,0.25311798995237783,82511.88803799757,-416.0,0.0674,0.1477076322321709,48150.01737091708,-416.0,0.0335,0.03371710085951321,10991.165233294754,0.0,325981.91876255634,0.04481461888038418
2017-11-01,-0.0099,0.27655845527938766,90387.24485442419,1662.51,0.0147,0.2922941161447383,95530.11069139806,-554.17,0.016,0.25477884113275995,83269.04152660554,-554.17,-0.0168,0.1431827585386761,46796.23713508567,-554.17,-0.0132,0.03318582890443787,10846.081852215264,0.0,326828.71605972876,0.0025976817989994405
2017-12-01,0.0429,0.28325213787345416,95423.74899667899,1111.22,0.0304,0.29105538492806754,98052.55559241655,-370.41,0.0125,0.24914898061808338,83934.8644206881,-370.41,0.0429,0.1437206056897094,48417.49511918084,-370.41,0.0195,0.03282289089068556,11057.580448333461,0.0,336886.24457729794,0.030773087012743172
2018-01-01,-0.0087,0.280088812954783,94593.56238040788,0.0,0.0144,0.29451155560916936,99464.51239294735,0.0,-0.015,0.24480078464399474,82675.84145437778,0.0,0.0401,0.149111656739309,50359.036673459996,0.0,-0.0383,0.03148719005274382,10634.07511716229,0.0,337727.0280183553,0.00249574880123804
2018-02-01,0.002,0.2846047684338951,94782.7495051687,0.0,-0.0178,0.2933465312595359,97694.04407235289,0.0,-0.0172,0.24398135617589037,81253.81698136248,0.0,-0.0382,0.1454370497129336,48435.321472533826,0.0,0.0219,0.032630294417744975,10866.961362228145,0.0,333032.89339364605,-0.013899197385096818
2018-03-01,0.0266,0.2869946739670934,97303.97064200618,0.0,-0.0061,0.2863874963602625,97098.11040351154,0.0,0.0314,0.2471804810600169,83805.18683457727,0.0,0.0268,0.14668689679794092,49733.38808799773,0.0,0.0218,0.03275045181468635,11103.861119924719,0.0,339044.5170880174,0.018051140934194798
2018-04-01,0.0332,0.2857910100320727,100534.46246732079,0.0,0.0435,0.28802941001719035,101321.8782060643,0.0,0.0509,0.2503605481674828,88070.87084445725,0.0,0.0113,0.1429755108361602,50295.375373392104,0.0,0.0405,0.03284352094709387,11553.56749528167,0.0,351776.15438651614,0.037551520985645404
2018-05-01,0.0635,0.2780555069887656,106918.40083399566,0.0,0.1012,0.2901673081570934,111575.652280518,0.0,0.1443,0.2620904732476962,100779.49750731244,0.0,0.0496,0.13728747649267237,52790.02599191235,0.0,0.0783,0.0323992351137725,12458.211830162225,0.0,384521.78844390064,0.09308656555897499
2018-06-01,0.0004,0.27392895863912453,107692.05043032925,730.59,0.0418,0.29502521914457314,115985.80499184366,-243.53,0.0432,0.26677390175866017,104879.12130362833,-243.53,-0.0168,0.13141348460050176,51663.714859248226,-243.53,0.0369,0.03285843585714036,12917.919846695211,0.0,393138.6114317447,0.02240919304654998
2018-07-01,-0.0569,0.2703395852022786,103826.06802584352,2398.15,0.0,0.299919383882258,115186.42499184365,-799.38,-0.0224,0.2649296909276792,101748.35509842706,-799.38,-0.0007,0.13234650987445137,50828.729824846756,-799.38,-0.0348,0.03246483011333292,12468.376236030217,0.0,384057.9541769912,-0.02309785147198662
2018-08-01,0.0932,0.27214887521472736,117575.22111785214,3725.36,0.1471,0.30254215834534337,130705.89079914386,-1241.79,0.1614,0.27018858201770385,116728.32470531319,-1241.79,0.0715,0.12298445538906119,53132.406022323295,-1241.79,0.1135,0.03213592903316421,13883.536938819647,0.0,432025.37958345213,0.12489632068486056
2018-09-01,-0.042,0.27996088252879103,115906.71583090235,3413.0,-0.0289,0.3039143471851385,125823.69921804861,-1137.67,-0.0581,0.2629760960778363,108874.8376669345,-1137.67,-0.0387,0.120727740716666,49982.53973825939,-1137.67,-0.0332,0.03242093349156825,13422.603512450834,0.0,414010.3959665957,-0.04169890119470765
2018-10-01,-0.0596,0.3023113278160762,108998.67556738057,0.0,-0.1426,0.29921208357140877,107881.23970955488,0.0,-0.1799,0.24764384151149885,89288.25437065298,0.0,-0.1594,0.11653084764201317,42015.32290398084,0.0,-0.0786,0.034301899459002846,12367.5868763722,0.0,360551.0794279415,-0.12912554143439314
2018-11-01,0.0479,0.2989651605573261,114219.7121270581,0.0,0.0604,0.2994299016859651,114397.26658801199,0.0,0.0598,0.24768389448489397,94627.69198201803,0.0,0.0929,0.12018981086461081,45918.546401760665,0.0,0.042,0.033731232407204124,12887.025525179832,0.0,382050.2426240286,0.05962861969571165
2018-12-01,0.057,0.32986567411927137,120730.2357183004,0.0,-0.085,0.28599459017774403,104673.49892803097,0.0,-0.1161,0.22852959923427418,83641.41694290574,0.0,-0.042,0.12019176622987182,43989.96745288672,0.0,0.0059,0.03541837023883852,12963.058975778393,0.0,365998.17801790225,-0.04201558542634665
2019-01-01,-0.0215,0.31397103800937876,118134.53565035695,0.0,0.0243,0.2849552249049797,107217.06495198212,0.0,0.0571,0.23499042380752974,88417.34185034565,0.0,0.0478,0.1225024416783407,46092.6878971347,0.0,-0.0487,0.04358087159977095,16397.71,0.0,376259.34034981945,0.028036102221840276
2019-02-01,0.0046,0.30686806727784327,118677.95451434859,0.0,0.0409,0.2885722519009945,111602.24290851818,0.0,0.0632,0.24307151502685928,94005.31785528749,0.0,-0.0046,0.11863458540060537,45880.661532807884,0.0,0.0107,0.04285358039369762,16573.165496999998,0.0,386739.3423079621,0.027853134352489706
2019-03-01,0.0303,0.3031903266102265,122273.89653613335,0.0,0.0659,0.2949653309420857,118956.83071618952,0.0,0.0225,0.23834021542825948,96120.43750703146,0.0,0.059,0.12047785312403372,48587.62056324355,0.0,0.047,0.0430262738953945,17352.104275358997,0.0,403290.8895979569,0.042797681744038085
2019-04-01,0.0045,0.29511841309495035,122824.12907054595,0.0,0.051,0.3004033107620926,125023.62908271518,0.0,0.0456,0.24148709498977525,100503.5294573521,0.0,0.035,0.12083106259881406,50288.18728295708,0.0,0.0112,0.042160118554367826,17546.44784324302,0.0,416185.9227368133,0.03197452129829048
2019-05-01,0.0267,0.313485330321221,126103.53331672953,0.0,-0.0569,0.2931161942687681,117909.78458790868,0.0,-0.0698,0.23240614982671193,93488.38310122892,0.0,-0.0645,0.11694986915239808,47044.599203206344,0.0,0.0097,0.04404245643090084,17716.648387322475,0.0,402262.94859639596,-0.03345373637066029
2019-06-01,0.0356,0.3172492467773502,130592.81910280511,0.0,0.0253,0.2936852302254889,120892.90213798278,0.0,0.0226,0.23224412660517468,95601.22055931669,0.0,0.011,0.11554262528451066,47562.089794441614,0.0,-0.0409,0.04127877110747557,16992.037468280985,0.0,411641.06906282715,0.023313408553171433
2019-07-01,-0.0051,0.31698748543959593,129926.7957253808,0.0,0.0057,0.2966283406149303,121581.99168016927,0.0,-0.0006,0.23310209188689815,95543.85982698109,0.0,-0.0337,0.11212857343752472,45959.24736836893,0.0,-0.0073,0.04115350862105074,16867.995594762535,0.0,409879.8901956627,-0.00427843332341471
2019-08-01,0.1837,0.3401704489934558,153794.34810013324,0.0,0.0797,0.29035450084307896,131272.07641707876,0.0,0.0453,0.22090214868895655,99871.99667714334,0.0,0.058,0.10755108188414365,48624.88371573433,0.0,0.0995,0.04102181959036501,18546.361156441406,0.0,452109.6660665311,0.10302963595191117
2019-09-01,-0.0337,0.28037407440095136,126767.80324515876,-22605.48,0.015,0.3116068802632654,140889.34496333494,7535.16,0.0147,0.2410459109693427,108986.04188029734,7535.16,0.0148,0.12604823942784482,56991.212362727194,7535.16,-0.0023,0.04092489493859582,18503.70452578159,0.0,452138.1069772998,6.290710618106488e-05
2019-10-01,-0.0148,0.2807926817449829,124891.63975713041,0.0,-0.0215,0.30994982603553695,137860.22404662325,0.0,-0.015,0.24135679366827786,107351.25125209289,0.0,-0.001,0.1280046660525973,56934.221150364465,0.0,-0.041,0.03989603249860497,17745.052640224545,0.0,444782.3888464356,-0.01626874182324456
2019-11-01,0.0164,0.26870790470385064,126939.86264914736,0.0,0.0862,0.3169795151779304,149743.77535944217,0.0,0.0931,0.2483987599861096,117345.65274366274,0.0,0.0494,0.12647272097681111,59746.77167519247,0.0,0.05,0.03944109915529842,18632.30527223577,0.0,472408.36769968044,0.062111224603325965
2019-12-01,-0.0057,0.28131945630097144,131524.0876350472,5338.21,-0.0134,0.3122430264619624,145981.65272962564,-1779.4,-0.0177,0.24281172092844822,113520.73007009992,-1779.4,0.0118,0.12545060379010414,58651.38666095974,-1779.4,-0.0421,0.0381751925185138,17847.885220274646,0.0,467525.74231600715,-0.010335603087321399
2020-01-01,0.1061,0.2954372601330547,145478.7933331257,0.0,0.0539,0.31243757445635933,153850.06381175245,0.0,0.0229,0.23581635974871484,116120.35478870521,0.0,-0.0093,0.11800109142033258,58105.92876501281,0.0,0.0569,0.03830771424153845,18863.429889308274,0.0,492418.5705879045,0.05324375968814987
2020-02-01,0.0547,0.31095414440501334,153436.48332844768,0.0,-0.0315,0.3019708483466902,149003.78680168226,0.0,-0.0361,0.22683394591167985,111928.40998083295,0.0,0.0175,0.11981814138361689,59122.782518400534,0.0,0.0574,0.040422919952999785,19946.19076495457,0.0,493437.65339431795,0.002069545844294085
2020-03-01,0.1499,0.3463187310971675,176436.61217938198,0.0,0.0128,0.2962158341097636,150911.0352727438,0.0,-0.0945,0.19893722719988444,101351.17523764423,0.0,-0.0249,0.11315957119824935,57650.625233692364,0.0,0.1588,0.045368636394935075,23113.645858429354,0.0,509463.09378189174,0.0324771331845799
2020-04-01,0.099,0.3375771314983734,193903.8367851408,0.0,0.1575,0.30410853851219966,174679.52332820094,0.0,0.1694,0.2063376568637021,118520.06432290116,0.0,0.1027,0.11067461304070335,63571.34444519257,0.0,0.0264,0.04130206008502149,23723.84610909189,0.0,574398.6149905274,0.1274587345014544
2020-05-01,0.0396,0.3332649878065403,201582.42872183237,0.0,0.0589,0.3057975227775255,184968.14725223198,0.0,0.0798,0.21157883337148545,127977.96545586867,0.0,0.0432,0.10963923361487946,66317.62652522488,0.0,0.0127,0.03971942242956922,24025.138954677357,0.0,604871.3069098353,0.0530514717898658
2020-06-01,0.0302,0.2836117777993848,176513.2922552317,-30243.57,0.0182,0.3190982471759304,198599.2351902226,10081.19,0.0306,0.22861367096984914,142283.76561281827,10081.19,0.0597,0.1300817624126765,80959.8258717808,10081.19,-0.0002,0.03859454164215908,24020.333926886422,0.0,622376.4528569399,0.02894028158904538
2020-07-01,0.0569,0.29494136615573585,186556.89858455438,0.0,0.0062,0.3159266475594382,199830.55044840198,0.0,-0.0185,0.22078523609805653,139651.51594898113,0.0,0.0323,0.13212952298496003,83574.82824743932,0.0,-0.0463,0.03621722720180923,22908.19246607158,0.0,632521.9856954485,0.016301280024231035
2020-08-01,0.0416,0.2833432796873439,194317.66556567184,0.0,0.1189,0.3260271673136151,223590.40289671696,0.0,0.1029,0.22458586713284076,154021.6569401313,0.0,0.0759,0.13111368765794015,89918.15771141996,0.0,0.0457,0.03492999820826014,23955.096861771053,0.0,685802.9799757111,0.0842357980990669
2020-09-01,0.0017,0.2811228193287743,194648.00559713348,0.0,0.0042,0.3242795166288996,224529.48258888317,0.0,0.0073,0.2240715748444802,155146.01503579426,0.0,0.0347,0.13437175541978147,93038.31778400623,0.0,0.045,0.03615433377806447,25033.07622055075,0.0,692394.8972263678,0.009611969389357489
