data,sp500_retorno,sp500_peso,sp500_saldo,sp500_mov,small_caps_retorno,small_caps_peso,small_caps_saldo,small_caps_mov,emergentes_retorno,emergentes_peso,emergentes_saldo,emergentes_mov,ouro_retorno,ouro_peso,ouro_saldo,ouro_mov,saldo_total,retorno_total
2007-08-01,0.0674,0.4376913741091011,48097.06078189878,0.0,0.0762,0.18885014611604423,20752.37825945763,0.0,0.0648,0.27449845982189347,30164.106234591396,0.0,0.0691,0.09896001995296114,10874.525695973769,0.0,109888.07097192158,0.0685019545170702
2007-09-01,-0.0354,0.4272802604010156,46394.42483021956,0.0,-0.0532,0.18095607127267785,19648.351736054483,0.0,0.039,0.28863769246381793,31340.50637774046,0.0,0.0297,0.1031259758624887,11197.49910914419,0.0,108580.78205315869,-0.011896549891179053
2007-10-01,-0.0353,0.4118560000731172,44756.701633712815,0.0,-0.0226,0.17672003244676165,19204.298986819653,0.0,0.0634,0.3066832020417025,33327.494482089205,0.0,0.0165,0.10474076543841873,11382.257844445068,0.0,108670.75294706674,0.0008286079010186853
2007-11-01,-0.0238,0.41689190090741424,43691.49213483045,0.0,-0.0501,0.1740615825057948,18242.163607579987,0.0,-0.057,0.2998754682637382,31427.82729661012,0.0,0.0052,0.10917104832305276,11441.445585236183,0.0,104802.92862425675,-0.03559213696342012
2007-12-01,-0.0114,0.41580679849955415,43193.40912449338,0.0,-0.0114,0.17360852826827694,18034.202942453576,0.0,-0.0293,0.2936794042085356,30506.991956819445,0.0,0.0614,0.11690526902363327,12143.950344169683,0.0,103878.55436793609,-0.008820118564002777
2008-01-01,-0.0728,0.4456240232440309,43342.287708230266,3551.94,-0.0771,0.19713663838896164,19173.905474590407,2741.51,-0.1005,0.24017284043274423,23359.69294015909,-4537.35,0.0961,0.11706649793426328,11386.12276224439,-1756.1,97262.00888522415,-0.06369500926318483
2008-02-01,-0.083,0.3511288752321503,32348.099068447154,-8066.28,-0.0778,0.19193469226781754,17682.17562866727,0.0,-0.031,0.24570199773055043,22635.54245901416,0.0,0.0004,0.21123443476948175,19460.183723349288,8066.28,92126.00087947787,-0.05280590093308801
2008-03-01,0.0368,0.3581967173352621,33538.50911416601,0.0,0.0344,0.1953448923196562,18290.442470293427,0.0,0.0039,0.24269409491428784,22723.821074604315,0.0,-0.0196,0.20376429543079383,19078.764122371642,0.0,93631.5367814354,0.016342138892223357
2008-04-01,0.0241,0.3612026264540333,34346.78718381741,0.0,0.0222,0.19661872195528432,18696.490293133942,0.0,0.067,0.2549826091927607,24246.317086602805,0.0,-0.067,0.18719604239792167,17800.486926172744,0.0,95090.0814897269,0.015577494062670283
2008-05-01,-0.0296,0.35664980356667086,33330.12228317642,0.0,0.0041,0.20088251527756096,18773.14590333579,0.0,-0.0095,0.2569835607932061,24015.97707428008,0.0,-0.0262,0.185484120362562,17334.11416870702,0.0,93453.35942949931,-0.01721233208117945
2008-06-01,-0.11,0.34835794829795935,29663.80883202701,0.0,-0.0995,0.1985270014254755,16905.21788595388,0.0,-0.1265,0.24635533973746426,20977.95597438365,0.0,0.0157,0.2067597105391008,17606.25976115572,0.0,85153.24245352027,-0.08881560841309932
2008-07-01,-0.0304,0.3494483511398719,28762.029043533388,0.0,0.0115,0.2077543542840991,17099.62789164235,0.0,-0.0746,0.23586100238966407,19413.00045869463,0.0,-0.0326,0.20693629218636492,17032.295692942043,0.0,82306.95308681241,-0.03342549601985467
2008-08-01,0.0595,0.3616785197032743,30473.369771623624,0.0,0.0842,0.22003830846006298,18539.416560118636,0.0,-0.0194,0.22593670389200834,19036.388249795953,0.0,-0.0485,0.1923464679446544,16206.229351834354,0.0,84255.40393337257,0.023672979906145253
2008-09-01,0.0911,0.35519015983198954,33249.493757818535,0.0,0.1047,0.21878437619052118,20480.493473963055,0.0,0.0239,0.20821786306156972,19491.357928966077,0.0,0.2581,0.2178076009159195,20389.0571475428,0.0,93610.40230829048,0.11103143464027121
2008-10-01,-0.1089,0.3669501982908665,29628.623887592097,0.0,-0.1519,0.21512115730293224,17369.50651526807,0.0,-0.2015,0.19275811157399447,15563.849306279413,0.0,-0.1083,0.22517053283220675,18180.922258463914,0.0,80742.9019676035,-0.1374580177351442
2008-11-01,0.0087,0.35450107459441954,29886.392915414148,0.0,-0.0397,0.197851097159723,16679.937106611927,0.0,-0.016,0.1816586865603016,15314.827717378943,0.0,0.2334,0.26598914168555593,22424.34951358939,0.0,84305.5072529944,0.044122829358057114
2008-12-01,0.0228,0.3413412676166138,30567.80267388559,0.0,0.0555,0.1965971520247248,17605.67361602889,0.0,0.1041,0.18881874263881088,16909.101282758093,0.0,0.0912,0.2732428377198504,24469.45018922874,0.0,89552.02776190132,0.06223223938576772
2009-01-01,-0.099,0.3411401548500682,28240.23461917092,775.41,-0.1099,0.19257901372576747,15942.059159627313,304.74,-0.1062,0.24172435450768906,20010.404484529183,5478.91,0.0379,0.22455647691647523,18589.21473540051,-6559.04,82781.91299872793,-0.07559979301835129
2009-02-01,-0.0874,0.3270141473497689,25772.03811345538,0.0,-0.0976,0.1825413591034475,14386.114185647688,0.0,-0.039,0.24400404825897243,19229.998709632546,0.0,0.0448,0.2464404452878111,19422.011555546454,0.0,78810.16256428207,-0.04797848093347268
2009-03-01,0.0753,0.33000802446689104,27712.67258339857,0.0,0.064,0.18227672653286606,15306.82549352914,0.0,0.1577,0.2651071115630975,22262.569506141597,0.0,-0.0375,0.22260813743714544,18693.68612221346,0.0,83975.75370528277,0.0655447339902051
2009-04-01,0.0226,0.33041436078238956,28338.978983783378,0.0,0.0786,0.1924953587111352,16509.94197732053,0.0,0.0802,0.2803846132087665,24048.02758053415,0.0,-0.0975,0.19670566729770875,16871.05172529765,0.0,85768.0002669357,0.021342429005673624
2009-05-01,-0.032,0.3193538338199939,27432.13165630231,0.0,-0.0495,0.182688094483345,15692.699849443165,0.0,0.0657,0.2983506613446938,25627.982992575246,0.0,0.0163,0.19960741035196738,17146.049868420003,0.0,85898.86436674072,0.001525791663530951
2009-06-01,-0.0233,0.32477830734063623,26792.962988710467,0.0,-0.0058,0.1891201034977948,15601.682190316395,0.0,-0.0531,0.29416081055520593,24267.1370956695,0.0,-0.0765,0.19194077860636297,15834.377053485872,0.0,82496.15932818224,-0.03961292228533786
2009-07-01,0.034,0.32333873619034614,27703.923730326624,0.0,0.0473,0.19070364065523795,16339.64175791836,0.0,0.0687,0.3026849353466828,25934.289414141993,0.0,-0.0083,0.18327268780773326,15702.95172394194,0.0,85680.80662632891,0.03860358256773688
2009-08-01,0.0325,0.3303460549459766,28604.30125156224,0.0,0.0282,0.19402509803749873,16800.419655491656,0.0,-0.0142,0.2952575069299252,25566.022504461176,0.0,-0.0054,0.18037134008659964,15618.155784632654,0.0,86588.89919614771,0.010598552996579302
2009-09-01,-0.0155,0.3218499302767992,28160.934582163023,0.0,0.0011,0.19222237863702998,16818.9001171127,0.0,0.0475,0.3060719667166094,26780.408573423083,0.0,0.0076,0.17985572436956143,15736.853768595862,0.0,87497.09704129466,0.010488617520008292
2009-10-01,-0.0494,0.32279514666189885,26769.78441380417,0.0,-0.0932,0.18390402120313767,15251.378626197795,0.0,-0.0636,0.3023853357920519,25077.174588153375,0.0,0.0061,0.1909154963429117,15832.848576584296,0.0,82931.18620473963,-0.05218356940916713
2009-11-01,0.0629,0.31819746653379144,28453.60385343245,0.0,0.0366,0.1767989755315666,15809.579083916635,0.0,0.0841,0.30402366122433355,27186.164971017075,0.0,0.1351,0.2009798967103083,17971.866419280836,0.0,89421.214327647,0.07825799219710738
2009-12-01,0.0166,0.3199870312914703,28925.93367739943,0.0,0.0737,0.18777953168340625,16974.745062401293,0.0,0.023,0.30765825523960577,27811.44676535047,0.0,-0.0716,0.18457518178551768,16685.080783660327,0.0,90397.20628881152,0.01091454604483899
2010-01-01,0.0289,0.35205648319734767,32553.391461676274,2713.09,0.0285,0.20109684517108203,18594.69896167973,1104.69,-0.0145,0.24086165128186507,22271.60696225289,-5212.15,0.0535,0.2059850203497052,19046.690865586155,1394.36,92466.38825119505,0.022889888386292245
2010-02-01,0.0086,0.3521899183771367,32833.35062824669,0.0,0.0245,0.20434444204343896,19050.26908624088,0.0,-0.0019,0.2384445084351438,22229.290909024607,0.0,0.0035,0.20502113114428056,19113.354283615707,0.0,93226.26490712789,0.008217868895977087
2010-03-01,0.0391,0.35257232334594535,34117.134637811134,0.0,0.0595,0.20858244007762247,20183.760096872214,0.0,0.061,0.24373430616830366,23585.277654475107,0.0,-0.0122,0.1951109304081286,18880.171361355595,0.0,96766.34375051405,0.03797297732471416
2010-04-01,-0.019,0.44601534722167435,42717.50239969273,9427.72,0.0216,0.21529151315965164,20619.729314964654,0.0,-0.0349,0.23766063834645598,22762.151464333925,0.0,0.0237,0.1010325012722182,9676.474458619725,-9427.72,95775.85763761101,-0.010235853443597454
2010-05-01,-0.0371,0.44129411576905325,41132.68306066412,0.0,-0.0302,0.21453899257977668,19997.01348965272,0.0,-0.0497,0.23206793379499738,21630.87253655653,0.0,0.0798,0.11209895785617272,10448.657120417578,0.0,93209.22620729095,-0.026798313203641344
2010-06-01,-0.0549,0.43608182287614483,38874.498760633665,0.0,-0.0785,0.20671103485337572,18427.24793071498,0.0,-0.0216,0.23740707881343195,21163.64568976691,0.0,0.0221,0.11980006345704744,10679.572442778806,0.0,89144.96482389436,-0.04360363827458402
2010-07-01,0.0396,0.4383450008707818,40413.92891155476,0.0,0.0348,0.20682445278914108,19068.51615870386,0.0,0.079,0.24768340625809201,22835.573699258493,0.0,-0.075,0.10714714008198507,9878.604509570396,0.0,92196.62327908751,0.03423253866577536
2010-08-01,-0.0493,0.434124694528604,38421.52221621511,0.0,-0.0763,0.1990158960950122,17613.588375794756,0.0,-0.0343,0.24916904169598872,22052.313521373926,0.0,0.0544,0.11769036768039508,10416.000594891026,0.0,88503.42470827482,-0.040057850704933506
2010-09-01,0.0511,0.4303311057291546,40384.862001463705,0.0,0.084,0.2034516710269239,19093.129799361515,0.0,0.0801,0.2538062197101625,23818.70383443598,0.0,0.0128,0.11241100353375902,10549.32540250563,0.0,93846.02103776683,0.06036598410855043
2010-10-01,0.0393,0.4305267774677401,41971.98707812123,0.0,0.0439,0.20444507853071925,19931.318197553486,0.0,0.0326,0.25228468247743807,24595.193579438594,0.0,0.0419,0.11274346152410256,10991.342136870617,0.0,97489.84099198393,0.038827644623853574
